,club,clubId,dayNightTwilight,driversAvailableTime,featureRaceText,meetingClass,meetingCode,meetingStage,meetingStatus,numberOfRaces,scheduledDate,state,tab,track,trackId,trials,ageRestriction,ageSexDescription,alsoEligible,barrierDrawType,claim,claimRestrictionText,discretionaryHandicap,distance,fieldSize,gaitRace,leadTime,marginFirstToSecond,marginSecondToThird,mileRate,monte,raceName,nameShort,notes,overallTime,plannedStartTimestamp,prizemoneyPositions,quarter1,quarter2,quarter3,quarter4,raceClass,raceClassRestriction,raceCode,raceNumber,raceStatus,stakes,startType,trackCondition,age,barrier,beatenMargin,breeder,breederId,broodmareSireId,broodmareSireName,claimingPrice,colour,damId,damName,deadHeatFlag,driverConcessionFlag,driverDOB,driverGender,driverId,driverName,gaitHorse,handicap,horseFoalDate,horseId,horseMileRate,horseOverallTime,lateScratchingFlag,horseName,owner,ownerId,pastThePostPlacing,place,prizemoney,saddlecloth,scratchingFlag,sex,sireId,sireName,startingPriceTote,stewardsCommentsLong,stewardsCommentsShort,trainerDOB,trainerGender,trainerId,trainerName,trainerTitle,trotterInPacersRace,bsp,preplay_last_price_taken,long_stew_unclustered_features,long_stew_clustered_features,has_pir_data,bell_pir,used_sprint_lane,bell_pir_str,was_good_draw,was_bad_draw,bell_pir_list,front_row_binary,numraces_since_known_driver_change,numraces_pair_prior
1414042,Redcliffe,851869BD405536D1E055005E00000019,D,2016-07-05 23:00:00+00:00,,B-CLASS,RE070716,RESULTS,PLANNED,8.0,2016-07-07,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/R,False,,False,1780.0,10.0,PACERS,11.2,NK,1.1,2:00.2,False,HUSTLER RAPTOR PACE,HUSTLER RAPTOR PACE,DC.  MC.  Race field selected in LOWEST to highest point score order.  Horses with 30 or more field selection points will only be included if required and will be selected at the Handicappers discretion.,2:13.0,2016-07-07 07:12:00+00:00,"[{'place': '1', 'placeAmount': 1474}, {'place': '2', 'placeAmount': 440}, {'place': '3', 'placeAmount': 220}, {'place': '4', 'placeAmount': 66}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",29.5,30.8,30.1,31.4,B-CLASS,R3 To R4. ,FOB07071602,6.0,Accepted,2500.0,MS,GOOD,9.0,Sr3,10.5,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.951,2:13.780,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,4,4,66.0,9.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,32.6,"3 wide middle stages, restrained to a position, 1 out 2 back at bell",3WM RP 6,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,59.39,59.39,1_out_2_back_at_bell|3_wide_middle,slow_start_restrained|bell_and_800_and_one_out_and_2_back|bell_and_800_and_3_wide_and_2_or_3_back,0,['6'],0,['6'],0,1,['6'],0,3,53
1411249,Redcliffe,851869BD405536D1E055005E00000019,D,2016-07-12 23:00:00+00:00,,B-CLASS,RE140716,RESULTS,PLANNED,8.0,2016-07-14,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/R/$L3,False,,False,2040.0,9.0,PACERS,32.0,1.1,2.0,2:02.6,False,UBET FOR THE THRILL OF IT PACE,UBET FOR THE THRILL OF IT,DC.  MC.  Also eligible R6 to R10 no better than Band 5 that have not won more than $750 in their last 3 starts.  Race field selected in LOWEST to highest point score order.,2:35.5,2016-07-14 08:07:00+00:00,"[{'place': '1', 'placeAmount': 1474}, {'place': '2', 'placeAmount': 440}, {'place': '3', 'placeAmount': 220}, {'place': '4', 'placeAmount': 66}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",32.0,30.9,30.1,30.5,B-CLASS,R4 To R5. ,FOB14071601,8.0,Accepted,2500.0,MS,GOOD,9.0,Fr3,,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.643,2:35.466,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,1,1,1474.0,3.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,11.1,"gate speed, led, leader at bell, swabbed",GS L 1 SWAB,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,10.93,10.93,gate_speed|led|swabbed|leader_at_bell,showed_early_speed|up_close_early|bell_and_800_leader,0,['1'],0,['1'],1,0,['1'],1,4,54
1406215,Redcliffe,851869BD405536D1E055005E00000019,N,2016-07-25 23:00:00+00:00,,C-CLASS,RE270716,RESULTS,PLANNED,8.0,2016-07-27,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,9.0,PACERS,30.6,HD,HFHD,1:58.9,False,REDCLIFFE PRODUCE PACE,REDCLIFFE PRODUCE PACE,"DC.  MC.  Restricted to horses that haven't won at Albion Park, Menangle or Melton at their past 6 starts.",2:30.7,2016-07-27 07:52:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 640}, {'place': '3', 'placeAmount': 320}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",31.0,30.2,28.2,30.7,C-CLASS,C3 To C4. ,REC27071601,2.0,Accepted,3501.0,MS,GOOD,9.0,Scr,,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,,,True,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,,,,7.0,True,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,,,nan,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,,,nan,,0,[],0,[],0,0,[],0,5,55
1400663,Redcliffe,851869BD405536D1E055005E00000019,N,2016-08-08 23:00:00+00:00,,C-CLASS,RE100816,RESULTS,PLANNED,8.0,2016-08-10,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,RBD,False,,False,1780.0,12.0,PACERS,14.9,1.7,HFNK,2:02.5,False,UBET FOR THE THRILL OF IT HANDICAP,UBET FOR THE THRILL OF IT,DC.  MC.  10 metre handicap for each class.,2:15.4,2016-08-10 08:48:00+00:00,"[{'place': '1', 'placeAmount': 2078}, {'place': '2', 'placeAmount': 620}, {'place': '3', 'placeAmount': 310}, {'place': '4', 'placeAmount': 93}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}, {'place': '11', 'placeAmount': 50}, {'place': '12', 'placeAmount': 50}]",29.4,31.6,29.4,30.1,C-CLASS,C2 Or Better. ,REC10081603,4.0,Accepted,3501.0,SS,GOOD,9.0,10 Fr4,105.6,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,10,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:08.847,2:23.315,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,12,12,50.0,8.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,29.0,"galloped out, caused interference, out of draw in standing starts, tailed out",GO CI ODS TO,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,90.0,90.0,led|galloped_out|caused_interference,broke_at_start|up_close_early|draw_restrictions|broke_or_galloped_not_at_start,0,[],0,[],0,0,[],0,6,56
1397863,Redcliffe,851869BD405536D1E055005E00000019,N,2016-08-15 23:00:00+00:00,,C-CLASS,RE170816,RESULTS,PLANNED,9.0,2016-08-17,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,9.0,PACERS,30.9,1.0,DH,2:01.0,False,STU VALENTINE FOR BLOODSTOCK INS. PACE,STU VALENTINE INSURANCE,"DC.  MC.  Restricted to horses that haven't won at Albion Park, Menangle or Melton at their past 6 starts.",2:33.3,2016-08-17 07:24:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 480}, {'place': '3', 'placeAmount': 480}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",31.4,32.6,29.1,29.3,C-CLASS,C2 To C3. ,REC17081603,1.0,Accepted,3501.0,MS,GOOD,9.0,Fr5,19.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.130,2:34.816,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,50.0,6.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,59.0,"Raced wide early, Outside leader, death seat at bell",RWE OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,46.0,46.0,outside_leader|death_seat_at_bell,greater_than_2_wide_early|bell_and_800_and_outside_leader,0,['2'],0,['2'],0,1,['2'],1,7,57
1395247,Redcliffe,851869BD405536D1E055005E00000019,N,2016-08-22 23:00:00+00:00,,C-CLASS,RE240816,RESULTS,PLANNED,9.0,2016-08-24,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,10.0,PACERS,31.9,2.9,HD,2:01.0,False,BURWOOD STUD PACE,BURWOOD STUD PACE,"DC.  MC.  Restricted to horses that haven't won at Albion Park, Menangle or Melton at their past 6 starts.",2:33.3,2016-08-24 07:27:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 640}, {'place': '3', 'placeAmount': 320}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",31.4,31.0,29.4,29.6,C-CLASS,C3 To C4. ,REC24081602,1.0,Accepted,3501.0,MS,GOOD,9.0,Fr4,21.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.246,2:34.963,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,50.0,4.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,35.4,"3 wide early stages, Outside leader, death seat at bell",3WE OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,980.0,980.0,3_wide_early|3_wide_early_stages|outside_leader|death_seat_at_bell,greater_than_2_wide_early|bell_and_800_and_outside_leader,0,['2'],0,['2'],1,0,['2'],1,8,58
1390163,Redcliffe,851869BD405536D1E055005E00000019,N,2016-09-05 23:00:00+00:00,,C-CLASS,RE070916,RESULTS,PLANNED,8.0,2016-09-07,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C/$L3,False,,False,1780.0,9.0,PACERS,11.4,HFNK,4.4,1:58.7,False,BOOK A TABLE FOR QLD HARNESS AWARDS 30OCT PACE,QLD HARNESS AWARDS 30OCT,"DC.  MC.  Restricted to horses that haven't won at Albion Park, Menangle or Melton at their past 6 starts.",2:11.3,2016-09-07 07:25:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 640}, {'place': '3', 'placeAmount': 320}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",30.2,29.9,29.4,30.4,C-CLASS,C3 To C4. ,REC07091602,1.0,Accepted,3501.0,MS,GOOD,10.0,Fr1,24.1,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.326,2:13.089,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,6,6,50.0,1.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,16.7,"behind leader at bell, broke, last chance to race truly",3 B LCRT,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,19.75,19.75,broke|last|behind_leader_at_bell|leader_at_bell|last_chance_to_race_truly,broke_or_galloped_not_at_start|severe_poor_performance_indicators|bell_and_800_leader|bell_and_800_fence_behind_leader,0,['3'],0,['3'],1,0,['3'],1,9,59
1387907,Redcliffe,851869BD405536D1E055005E00000019,N,2016-09-12 23:00:00+00:00,,C-CLASS,RE140916,RESULTS,PLANNED,8.0,2016-09-14,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/CLAIM,True,Claiming price of $2000 but not exceeding $4000.,False,2040.0,9.0,PACERS,30.4,15.7,1.1,2:00.2,False,HUSTLER RAPTOR 2K-4K CLAIMING PACE,HUSTLER RAPTOR 2K-4K CLAIM,NDC.  NMC.,2:32.4,2016-09-14 09:50:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 640}, {'place': '3', 'placeAmount': 320}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",31.1,31.2,29.6,30.1,C-CLASS,,REC14091608,5.0,Accepted,3501.0,MS,GOOD,10.0,Fr4,16.8,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,3000.0,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.225,2:33.669,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,3,3,320.0,4.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,48.3,"Gate speed, challenged lead, led, leader at bell",GSL L 1,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,65.0,65.0,gate_speed|led|leader_at_bell,showed_early_speed|up_close_early|bell_and_800_leader,0,['1'],0,['1'],1,0,['1'],1,10,60
1385794,Redcliffe,851869BD405536D1E055005E00000019,N,2016-09-19 23:00:00+00:00,,C-CLASS,RE210916,RESULTS,PLANNED,8.0,2016-09-21,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C,False,,False,2040.0,10.0,PACERS,32.2,HFNK,1.2,2:02.8,False,COMFORT INN NORTHGATE PACE,COMFORT INN N/GATE PACE,"DC.  MC.  Restricted to horses that haven't won at Albion Park, Menangle or Melton at their past 6 starts.",2:35.7,2016-09-21 07:54:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 640}, {'place': '3', 'placeAmount': 320}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",32.8,30.0,29.9,30.8,C-CLASS,C3 To C4. ,REC21091602,1.0,Accepted,3501.0,MS,GOOD,10.0,Sr1,9.6,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:03.362,2:36.377,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,10,10,50.0,7.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,17.9,"4th fence at bell, no clear run",7 NCR,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,18.87,18.87,4th_fence_at_bell,held_up|bell_and_800_fence_behind_leader,0,['7'],0,['7'],0,1,['7'],0,11,61
1383243,Redcliffe,851869BD405536D1E055005E00000019,D,2016-09-27 23:00:00+00:00,,B-CLASS,RE290916,RESULTS,PLANNED,8.0,2016-09-29,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/$L6,False,,False,2040.0,9.0,PACERS,31.2,HD,4.8,1:59.1,False,NORTH LAKES SIGNS CONDITIONED PACE,CONDITIONED PACE,"No better than Band 5  NDC.  NMC.   For horses that have not won more than $1,000 at their last 6 starts.  Race field selected in LOWEST to highest point score order.",2:30.9,2016-09-29 06:37:00+00:00,"[{'place': '1', 'placeAmount': 1474}, {'place': '2', 'placeAmount': 440}, {'place': '3', 'placeAmount': 220}, {'place': '4', 'placeAmount': 66}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",29.8,30.2,29.1,30.6,B-CLASS,R4 Or Better. ,REB29091601,6.0,Accepted,2500.0,MS,GOOD,10.0,Sr2,18.4,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.151,2:32.307,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,9,9,50.0,8.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,36.3,1 out 2 back at bell,6,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,72.75,72.75,1_out_2_back_at_bell,bell_and_800_and_one_out_and_2_back,0,['6'],0,['6'],0,1,['6'],0,12,62
1381310,Redcliffe,851869BD405536D1E055005E00000019,N,2016-10-03 23:00:00+00:00,,C-CLASS,RE051016,RESULTS,PLANNED,8.0,2016-10-05,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,,,,PBD/C/$L3,False,,False,1780.0,9.0,PACERS,11.3,5.2,SHFHD,1:59.3,False,MEALS ON WHEELS REDCLIFFE PACE,MEALS ON WHEELS REDCLIFFE,"DC.  MC.  Restricted to horses that haven't won at Albion Park, Menangle or Melton at their past 6 starts.",2:11.9,2016-10-05 07:53:00+00:00,"[{'place': '1', 'placeAmount': 2145}, {'place': '2', 'placeAmount': 640}, {'place': '3', 'placeAmount': 320}, {'place': '4', 'placeAmount': 96}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}]",30.2,31.8,29.7,28.9,C-CLASS,C3 To C4. ,REC05101608,2.0,Accepted,3501.0,MS,GOOD,10.0,Sr1,17.8,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.483,2:13.263,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,6,6,50.0,7.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,35.2,4th fence at bell,7,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,105.19,105.19,4th_fence_at_bell,bell_and_800_fence_behind_leader,0,['7'],0,['7'],0,1,['7'],0,13,63
1378666,Albion Park,851869BC7AFC36D1E055005E00000019,D,2016-10-12 23:00:00+00:00,,C-CLASS,AP141016,RESULTS,PLANNED,7.0,2016-10-14,QLD,True,albion park,851869C7F1D036D1E055005E00000019,False,,,,PBD/CLAIM,True,Claiming price of $3000 but not exceeding $6000.,False,2138.0,6.0,PACERS,39.1,4.8,1.3,1:58.4,False,GARRARDS HORSE & HOUND CLAIMING PACE,GARRARDS H&H CLAIM PACE,NDC.  NMC.,2:37.3,2016-10-14 03:57:00+00:00,"[{'place': '1', 'placeAmount': 3417}, {'place': '2', 'placeAmount': 1020}, {'place': '3', 'placeAmount': 510}, {'place': '4', 'placeAmount': 153}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}, {'place': '11', 'placeAmount': 50}, {'place': '12', 'placeAmount': 50}]",30.7,30.6,28.3,28.6,C-CLASS,,APC14101608,2.0,Accepted,5500.0,MS,GOOD,10.0,Fr1,21.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,3000.0,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:59.595,2:38.885,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,6,6,50.0,1.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,19.2,behind leader at bell,3,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,23.0,23.0,behind_leader_at_bell|leader_at_bell,bell_and_800_leader|bell_and_800_fence_behind_leader,0,['3'],0,['3'],1,0,['3'],1,14,64
1376239,Albion Park,851869BC7AFC36D1E055005E00000019,D,2016-10-19 23:00:00+00:00,,C-CLASS,AP211016,RESULTS,PLANNED,7.0,2016-10-21,QLD,True,albion park,851869C7F1D036D1E055005E00000019,False,,,,PBD/CLAIM,True,Claiming price of $3000 but not exceeding $6000.,False,1660.0,11.0,PACERS,3.4,5.8,8.9,1:56.3,False,RIO METEOR SULKY CLAIMING PACE,RIO METEOR SULKY CLAIM PCE,NDC.  NMC.,1:59.9,2016-10-21 06:55:00+00:00,"[{'place': '1', 'placeAmount': 3417}, {'place': '2', 'placeAmount': 1020}, {'place': '3', 'placeAmount': 510}, {'place': '4', 'placeAmount': 153}, {'place': '5', 'placeAmount': 50}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}, {'place': '10', 'placeAmount': 50}, {'place': '11', 'placeAmount': 50}, {'place': '12', 'placeAmount': 50}]",27.6,31.5,28.1,29.3,C-CLASS,,APC21101608,7.0,Accepted,5500.0,MS,GOOD,10.0,Fr3,19.8,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,3000.0,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:57.684,2:01.392,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,50.0,3.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,53.4,"1 out 1 back at bell, 3 wide late",4 3WL,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,65.0,65.0,1_out_1_back_at_bell|3_wide_late,bell_and_800_and_one_out_and_1_back|400_neutral,1,['4'],0,['4'],1,0,['4'],1,15,65
