,club,clubId,dayNightTwilight,driversAvailableTime,featureRaceText,meetingClass,meetingCode,meetingStage,meetingStatus,numberOfRaces,scheduledDate,state,tab,track,trackId,trials,ageRestriction,ageSexDescription,alsoEligible,barrierDrawType,claim,claimRestrictionText,discretionaryHandicap,distance,fieldSize,gaitRace,leadTime,marginFirstToSecond,marginSecondToThird,mileRate,monte,raceName,nameShort,notes,overallTime,plannedStartTimestamp,prizemoneyPositions,quarter1,quarter2,quarter3,quarter4,raceClass,raceClassRestriction,raceCode,raceNumber,raceStatus,stakes,startType,trackCondition,age,barrier,beatenMargin,breeder,breederId,broodmareSireId,broodmareSireName,claimingPrice,colour,damId,damName,deadHeatFlag,driverConcessionFlag,driverDOB,driverGender,driverId,driverName,gaitHorse,handicap,horseFoalDate,horseId,horseMileRate,horseOverallTime,lateScratchingFlag,horseName,owner,ownerId,pastThePostPlacing,place,prizemoney,saddlecloth,scratchingFlag,sex,sireId,sireName,startingPriceTote,stewardsCommentsLong,stewardsCommentsShort,trainerDOB,trainerGender,trainerId,trainerName,trainerTitle,trotterInPacersRace,bsp,preplay_last_price_taken,long_stew_unclustered_features,long_stew_clustered_features,has_pir_data,bell_pir,used_sprint_lane,bell_pir_str,was_good_draw,was_bad_draw,bell_pir_list,front_row_binary,numraces_since_known_driver_change,numraces_pair_prior
567233,Redcliffe,851869BD405536D1E055005E00000019,N,2021-12-06 23:00:00+00:00,,C-CLASS,RE081221,RESULTS,PLANNED,10.0,2021-12-08,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,8.0,PACERS,11.6,HD,2.6,2:02.2,False,DRIVER OF THE NIGHT PETER MCMULLEN PACE,PETER MCMULLEN PACE,NDC. NMC.,2:15.2,2021-12-08 10:13:00+00:00,"[{'place': '1', 'placeAmount': 2426}, {'place': '2', 'placeAmount': 693}, {'place': '3', 'placeAmount': 346}, {'place': '4', 'placeAmount': 231}, {'place': '5', 'placeAmount': 154}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}]",29.6,33.6,29.9,30.5,B-CLASS,NR 30 to 38.,REC08122107,7.0,Accepted,4050.0,MS,GOOD,14.0,Fr3,0.1,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.252,2:15.219,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,2,1,2426.0,3.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,10.0,1 out 1 back at bell,4,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,13.0,13.0,1_out_1_back_at_bell,bell_and_800_and_one_out_and_1_back,1,['4'],0,['4'],1,0,['4'],1,54,255
564027,Redcliffe,851869BD405536D1E055005E00000019,N,2021-12-13 23:00:00+00:00,,C-CLASS,RE151221,RESULTS,PLANNED,10.0,2021-12-15,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,11.4,7.7,NK,1:59.2,False,DRIVER OF THE NIGHT TRENT MOFFAT PACE,TRENT MOFFAT PACE,NDC. NMC.,2:11.8,2021-12-15 10:43:00+00:00,"[{'place': '1', 'placeAmount': 2426}, {'place': '2', 'placeAmount': 693}, {'place': '3', 'placeAmount': 346}, {'place': '4', 'placeAmount': 231}, {'place': '5', 'placeAmount': 154}, {'place': '6', 'placeAmount': 50}, {'place': '7', 'placeAmount': 50}, {'place': '8', 'placeAmount': 50}, {'place': '9', 'placeAmount': 50}]",30.9,31.6,29.1,28.8,C-CLASS,NR 30 to 41.,REC15122114,7.0,Accepted,4050.0,MS,GOOD,14.0,Fr1,9.1,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,1:59.816,2:12.525,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,4,4,231.0,1.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,14.0,3rd fence at bell,5,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,18.71,18.71,3rd_fence_at_bell,bell_and_800_fence_behind_leader,0,['5'],0,['5'],1,0,['5'],0,55,256
508539,Redcliffe,851869BD405536D1E055005E00000019,N,2022-04-18 23:00:00+00:00,TROT RODS HEATS 1 & 2,C-CLASS,RE200422,RESULTS,PLANNED,9.0,2022-04-20,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,,,,,False,REDCLIFFE LEAGUES CLUB PACE,REDCLIFFE LEAGUES PACE,"NDC. NMC. If multiple divisions are required each race to be split in Field Selection Point order.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",,2022-04-20 11:39:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",,,,,C-CLASS,NR 30 to 41.,REC20042208,9.0,NoRace,4190.0,MS,,15.0,Fr2,,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,,,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,,,,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,,,nan,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,,,nan,,0,[],0,[],1,0,[],0,1,257
505572,Redcliffe,851869BD405536D1E055005E00000019,N,2022-04-25 23:00:00+00:00,TROT RODS HEATS 3 & 4,C-CLASS,RE270422,RESULTS,PLANNED,9.0,2022-04-27,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,11.6,16.7,NK,2:01.7,False,MEMBERS DRAW WINNER JANE ORBELL-SMITH PACE,MEMBER JANE ORBELL-SMITH,"NDC. NMC.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:14.6,2022-04-27 10:19:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",32.9,31.5,29.4,29.2,C-CLASS,NR 30 to 38.,REC27042212,8.0,Accepted,4190.0,MS,GOOD,15.0,Sr1,24.7,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:03.389,2:16.477,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,51.0,7.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,15.0,4th fence at bell,7,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,23.44,23.44,4th_fence_at_bell,bell_and_800_fence_behind_leader,0,['7'],0,['7'],0,1,['7'],0,2,258
502022,Redcliffe,851869BD405536D1E055005E00000019,D,2022-05-03 23:00:00+00:00,,C-CLASS,RE050522,RESULTS,PLANNED,10.0,2022-05-05,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,11.1,6.3,1.5,2:00.0,False,GARRARDS HERE ON TRACK PACE,GARRARDS ON TRACK PACE,"NDC. NMC.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:12.7,2022-05-05 03:53:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",30.9,30.3,30.0,30.4,C-CLASS,NR 30 to 38.,REC05052214,2.0,Accepted,4190.0,MS,GOOD,15.0,Fr4,17.9,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.166,2:14.018,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,5,5,156.0,4.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,15.0,"Outside leader, Obtained trail middle, 1 out 1 back at bell, 3 wide late",OL OTM 4 3WL,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,27.42,27.42,1_out_1_back_at_bell|outside_leader|3_wide_late|obtained_trail_middle,bell_and_800_and_outside_leader|bell_and_800_and_one_out_and_1_back|400_neutral,1,['4'],0,['4'],1,0,['4'],1,3,259
498602,Redcliffe,851869BD405536D1E055005E00000019,N,2022-05-10 23:00:00+00:00,,C-CLASS,RE120522,RESULTS,PLANNED,10.0,2022-05-12,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/L4$,False,,False,1780.0,7.0,PACERS,11.9,4.5,5.0,2:02.4,False,PELICAN WATERS RESORT PACE,PELICAN WATERS RESORT PACE,"NDC. NMC.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:15.4,2022-05-12 11:09:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",31.7,32.7,30.4,28.7,C-CLASS,NR 30 to 40.,APC12052208,8.0,Accepted,4190.0,MS,GOOD,15.0,Sr2,18.9,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:03.658,2:16.775,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,6,6,51.0,8.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,51.0,"3 wide middle stages, worked forward, Outside leader, death seat at bell",3WM WF OL 2,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,91.45,91.45,worked_forward|3_wide_middle|outside_leader|death_seat_at_bell,forward|bell_and_800_and_outside_leader|bell_and_800_and_3_wide_and_2_or_3_back,0,['2'],0,['2'],0,1,['2'],1,4,260
495989,Redcliffe,851869BD405536D1E055005E00000019,N,2022-05-16 23:00:00+00:00,TROT RODS HEATS 9 & 10,C-CLASS,RE180522,RESULTS,PLANNED,10.0,2022-05-18,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,11.6,7.9,1.4,2:01.3,False,PELICAN WATERS RESORT PACE,PELICAN WATERS RESORT PACE,"NDC. NMC. If multiple divisions are required each race to be split in Field Selection Point order.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:14.2,2022-05-18 10:30:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",31.0,32.7,30.3,28.6,C-CLASS,NR 30 to 41.,REC18052208,8.0,Accepted,4190.0,MS,GOOD,15.0,Fr2,36.5,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:03.788,2:16.918,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,51.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,126.0,"3rd fence at bell, hung out, broke, last chance to race truly",5 HO B LCRT,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,234.03,234.03,broke|last|last_chance_to_race_truly|hung_out|3rd_fence_at_bell,broke_or_galloped_not_at_start|hung_out|severe_poor_performance_indicators|bell_and_800_fence_behind_leader,0,['5'],0,['5'],1,0,['5'],0,5,261
469867,Redcliffe,851869BD405536D1E055005E00000019,N,2022-07-14 23:00:00+00:00,,B-CLASS,RE180722,RESULTS,PLANNED,8.0,2022-07-18,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,11.8,24.6,SHFHD,1:59.9,False,TAB LONG MAY WE PLAY PACE,TAB LONG MAY WE PLAY PACE,"NDC. NMC. Race field to be selected and split in Lowest to Highest field selection point score order. QBRED Cash Bonus race.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:12.6,2022-07-18 10:49:00+00:00,"[{'place': '1', 'placeAmount': 1838}, {'place': '2', 'placeAmount': 527}, {'place': '3', 'placeAmount': 256}, {'place': '4', 'placeAmount': 170}, {'place': '5', 'placeAmount': 115}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': 'r', 'placeAmount': 51}]",29.5,33.0,29.5,28.8,B-CLASS,NR 30 to 41.,REB18072210,8.0,Accepted,3110.0,MS,GOOD,15.0,Fr2,52.4,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:03.396,2:16.485,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,51.0,2.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,61.0,"1 out 3 back at bell, inconvenienced",8 INC,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,79.48,79.48,inconvenienced|1_out_3_back_at_bell,mildly_checked__or_poor_drive|bell_and_800_and_one_out_and_3_back,0,['8'],0,['8'],1,0,['8'],0,6,262
466864,Redcliffe,851869BD405536D1E055005E00000019,N,2022-07-21 23:00:00+00:00,,B-CLASS,RE250722,RESULTS,PLANNED,9.0,2022-07-25,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/FSP,False,,False,1780.0,9.0,PACERS,11.5,1.2,HFHD,2:02.2,False,REDCLIFFE LEAGUES CLUB PACE,REDCLIFFE LEAGUES PACE,"NDC. NMC. Race field to be selected and split in Lowest to Highest field selection point score order. QBRED Cash Bonus race.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:15.1,2022-07-25 10:20:00+00:00,"[{'place': '1', 'placeAmount': 1838}, {'place': '2', 'placeAmount': 527}, {'place': '3', 'placeAmount': 256}, {'place': '4', 'placeAmount': 170}, {'place': '5', 'placeAmount': 115}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",30.8,33.0,29.9,29.9,B-CLASS,NR 30 to 40.,REB25072208,7.0,Accepted,3110.0,MS,GOOD,15.0,Fr3,1.2,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.262,2:15.230,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,2,2,527.0,3.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,71.0,"obtained trail early, 1 out 1 back at bell",OTE 4,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,80.0,80.0,1_out_1_back_at_bell|obtained_trail_early,bell_and_800_and_one_out_and_1_back,1,['4'],0,['4'],1,0,['4'],1,7,263
460905,Redcliffe,851869BD405536D1E055005E00000019,N,2022-08-04 23:00:00+00:00,,B-CLASS,RE080822,RESULTS,PLANNED,8.0,2022-08-08,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,8.0,PACERS,11.9,1.1,1.5,2:01.0,False,NORTHGATE COMFORT INN PACE,NORTHGATE COMFORT INN PACE,"NDC. NMC. Race field to be selected and split in Lowest to Highest field selection point score order. QBRED Cash Bonus race.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:13.9,2022-08-08 11:25:00+00:00,"[{'place': '1', 'placeAmount': 1838}, {'place': '2', 'placeAmount': 527}, {'place': '3', 'placeAmount': 256}, {'place': '4', 'placeAmount': 170}, {'place': '5', 'placeAmount': 115}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",30.9,31.3,29.4,30.4,B-CLASS,NR 30 to 41.,REB08082210,8.0,Accepted,3110.0,MS,GOOD,15.0,Fr1,1.1,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:01.118,2:13.965,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,2,2,527.0,1.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,8.0,"gate speed, led, leader at bell",GS L 1,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,8.4,8.4,gate_speed|led|leader_at_bell,showed_early_speed|up_close_early|bell_and_800_leader,0,['1'],0,['1'],1,0,['1'],1,8,264
456865,Redcliffe,851869BD405536D1E055005E00000019,D,2022-08-16 23:00:00+00:00,,C-CLASS,RE180822,RESULTS,PLANNED,10.0,2022-08-18,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,9.0,PACERS,11.5,2.2,SHFHD,1:59.8,False,HAPPY 400TH RACE START WEASEL PACE,WEASEL 400TH RACE START,"NDC. NMC. If multiple divisions are required races to be split In highest to lowest field selection point order.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:12.5,2022-08-18 03:42:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",30.4,30.7,29.3,30.6,C-CLASS,NR 30 to 40.,REC18082213,2.0,Accepted,4190.0,MS,GOOD,15.0,Fr1,13.0,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:00.698,2:13.501,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,51.0,1.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,6.0,behind leader at bell,3,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,9.56,9.56,behind_leader_at_bell|leader_at_bell,bell_and_800_leader|bell_and_800_fence_behind_leader,0,['3'],0,['3'],1,0,['3'],1,9,265
453683,Redcliffe,851869BD405536D1E055005E00000019,D,2022-08-23 23:00:00+00:00,,C-CLASS,RE250822,RESULTS,PLANNED,9.0,2022-08-25,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/NR,False,,False,1780.0,8.0,PACERS,11.5,1.6,2.9,2:02.1,False,PELICAN WATERS RESORT PACE,PELICAN WATERS RESORT PACE,"NDC. NMC.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:15.1,2022-08-25 06:08:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",31.6,32.2,30.2,29.6,C-CLASS,NR 30 to 38.,REC25082207,5.0,Accepted,4190.0,MS,GOOD,15.0,Fr1,21.6,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:03.583,2:16.692,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,8,8,51.0,1.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,26.0,"beaten for speed, shifted in, contacted marker pegs, 3rd fence at bell, hung out, raced roughly",BFS SHI CMP 5 HO RR,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,46.01,46.01,raced_roughly|hung_out|contacted_marker_pegs|3rd_fence_at_bell|shifted_in,not_forward|raced_ungenerously_not_early|shifted|hung_out|bell_and_800_fence_behind_leader,0,['5'],0,['5'],1,0,['5'],0,10,266
450746,Redcliffe,851869BD405536D1E055005E00000019,D,2022-08-30 23:00:00+00:00,,C-CLASS,RE010922,RESULTS,PLANNED,6.0,2022-09-01,QLD,True,redcliffe,851869C7F28736D1E055005E00000019,False,3YO and older,,,PBD/L6$,False,,False,1780.0,9.0,PACERS,11.5,1.1,2.1,2:01.5,False,GARRARDS HERE ON TRACK PACE,GARRARDS ON TRACK PACE,"NDC. NMC.
A 1% deduction for Equine Welfare will be applied to all prizemoney prior to distribution.",2:14.3,2022-09-01 06:17:00+00:00,"[{'place': '1', 'placeAmount': 2524}, {'place': '2', 'placeAmount': 722}, {'place': '3', 'placeAmount': 350}, {'place': '4', 'placeAmount': 234}, {'place': '5', 'placeAmount': 156}, {'place': '6', 'placeAmount': 51}, {'place': '7', 'placeAmount': 51}, {'place': '8', 'placeAmount': 51}, {'place': '9', 'placeAmount': 51}]",31.1,32.5,29.8,29.4,C-CLASS,NR 30 to 40.,REC01092207,4.0,Accepted,4190.0,MS,GOOD,15.0,Fr4,14.6,R G (Rodney) Dickson,851869C0714436D1E055005E00000019,851869C2B6DA36D1E055005E00000019,CAMTASTIC USA,,BAY,851869C6374036D1E055005E00000019,MISS SIRRAH (NZ),False,,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,PACER,FT,2006-10-17 00:00:00+00:00,851869C7197236D1E055005E00000019,2:02.447,2:15.435,False,weasel,J F (John) Kerr,851869BD217D36D1E055005E00000019,7,7,51.0,4.0,False,GELDING,851869C33A8B36D1E055005E00000019,MACH THREE CA,151.0,1 out 2 back at bell,6,1955-01-06 00:00:00+00:00,M,851869BD217D36D1E055005E00000019,John Kerr,Mr,False,239.21,239.21,1_out_2_back_at_bell,bell_and_800_and_one_out_and_2_back,0,['6'],0,['6'],1,0,['6'],0,11,267
